Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
MRNA,329.63,Put,300,2021-12-17,21,11.1,11.8,12.5,11.55,1688,1006,1.68,78.02%,-0.275202,2021-11-26
ADBE,662.1,Call,685,2021-11-26,0,0.01,0.06,0.11,0.12,582,349,1.67,30.43%,0.016096,2021-11-26
CCL,17.95,Put,17.5,2021-12-17,21,0.98,1,1.02,1,2922,1751,1.67,71.56%,-0.407496,2021-11-26
AAPL,156.81,Put,160,2021-12-23,27,6,6.58,7.15,6.7,7506,4487,1.67,28.58%,-0.588642,2021-11-26
AAL,17.75,Call,19,2022-04-14,138,1.85,1.87,1.88,1.82,786,473,1.66,54.36%,0.485693,2021-11-26
CHWY,69.39,Call,70,2021-12-03,7,2.11,2.2,2.28,2.25,900,542,1.66,66.07%,0.480154,2021-11-26
BA,199.21,Put,320,2023-01-20,420,125.5,126.98,128.45,129.7,999,603,1.66,39.14%,-0.821607,2021-11-26
DIS,148.11,Put,95,2024-01-19,784,5.05,5.53,6,5.05,1282,773,1.66,32.69%,-0.116684,2021-11-26
PFE,54,Call,53.5,2021-12-03,7,1.43,1.48,1.53,1.54,5519,3332,1.66,41.40%,0.572523,2021-11-26
SQ,212.08,Put,212.5,2021-11-26,0,0.35,0.48,0.61,0.35,1096,665,1.65,8.23%,-0.677283,2021-11-26
BAC,45.76,Put,45.5,2021-12-17,21,1.35,1.38,1.4,1.29,563,344,1.64,33.94%,-0.46013,2021-11-26
AMZN,3504.56,Put,3565,2021-11-26,0,49.25,56.33,63.4,57.2,715,437,1.64,27.81%,-0.880218,2021-11-26
BA,199.21,Put,180,2021-12-03,7,0.75,0.78,0.8,0.8,1213,738,1.64,59.07%,-0.100125,2021-11-26
AMD,154.81,Call,170,2021-12-03,7,0.63,0.64,0.65,0.66,8375,5121,1.64,54.69%,0.115462,2021-11-26
CRON,4.67,Call,5,2021-12-10,14,0.22,0.23,0.24,0.2,501,307,1.63,98.64%,0.398684,2021-11-26
CHWY,69.39,Call,68,2021-11-26,0,1.07,1.35,1.63,1.2,757,463,1.63,51.63%,0.778729,2021-11-26
AMAT,143.29,Call,150,2021-12-31,35,3.7,4.35,5,4,1015,621,1.63,37.91%,0.368727,2021-11-26
MSFT,329.68,Put,310,2021-12-03,7,0.95,1.05,1.15,1.13,1708,1051,1.63,39.33%,-0.123979,2021-11-26
FB,333.12,Call,335,2021-12-03,7,6.25,6.43,6.6,6.7,1952,1200,1.63,39.69%,0.470251,2021-11-26
NVDA,315.03,Call,340,2021-12-10,14,4.7,4.85,5,4.97,556,343,1.62,55.03%,0.256589,2021-11-26
M,30.48,Call,31,2021-12-03,7,0.88,0.91,0.94,0.89,856,529,1.62,66.87%,0.444399,2021-11-26
LI,32.4,Put,30,2021-12-03,7,0.8,0.82,0.83,0.81,1277,788,1.62,101.97%,-0.269017,2021-11-26
WFC,48.43,Put,49,2021-11-26,0,0.46,0.54,0.62,0.57,891,553,1.61,22.66%,-0.839149,2021-11-26
AMD,154.81,Call,155,2021-12-10,14,6.3,6.38,6.45,6.45,2017,1255,1.61,54.08%,0.516617,2021-11-26
LAC,35.69,Call,45,2021-12-17,21,0.7,0.75,0.8,0.72,1017,634,1.6,94.40%,0.181328,2021-11-26
FB,333.12,Put,335,2021-12-03,7,7.95,8.08,8.2,7.58,1789,1121,1.6,38.47%,-0.531404,2021-11-26
TRQ,14.5,Put,13,2022-01-21,56,0.65,0.75,0.85,0.83,500,315,1.59,68.22%,-0.293565,2021-11-26
BA,199.21,Put,170,2022-02-18,84,6.3,6.43,6.55,6.5,1652,1038,1.59,49.32%,-0.214819,2021-11-26
AMD,154.81,Call,167.5,2021-12-03,7,0.89,0.91,0.92,0.93,1861,1173,1.59,54.00%,0.154793,2021-11-26
AMZN,3504.56,Call,3700,2021-12-03,7,11.3,11.78,12.25,11.55,5273,3307,1.59,35.02%,0.136886,2021-11-26
AAPL,156.81,Put,152.5,2021-12-03,7,1.07,1.16,1.25,0.99,7434,4683,1.59,32.77%,-0.262685,2021-11-26
FB,333.12,Put,337.5,2021-12-03,7,9.35,9.48,9.6,9.03,966,613,1.58,38.19%,-0.587212,2021-11-26
ZM,220.21,Call,300,2021-12-03,7,0.3,0.32,0.35,0.3,1054,667,1.58,109.63%,0.024973,2021-11-26
AMZN,3504.56,Call,3650,2021-12-03,7,15.75,17.88,20,17.9,2709,1713,1.58,33.87%,0.199538,2021-11-26
SABR,7.31,Call,10,2022-04-14,138,0.52,0.55,0.59,0.54,5864,3706,1.58,72.83%,0.317247,2021-11-26
AMC,37.63,Put,33,2021-12-03,7,0.39,0.42,0.44,0.42,2674,1705,1.57,97.74%,-0.14967,2021-11-26
ABNB,173.86,Put,165,2021-12-03,7,1.78,1.86,1.93,1.84,664,425,1.56,54.41%,-0.232042,2021-11-26
AHT,11.22,Call,12.5,2022-03-18,111,1.65,1.78,1.9,1.8,835,536,1.56,92.49%,0.517349,2021-11-26
NCLH,20.06,Put,20,2021-12-03,7,0.95,0.97,0.99,0.98,910,584,1.56,91.32%,-0.465327,2021-11-26
BA,199.21,Put,300,2023-01-20,420,103.9,107.15,110.4,111.01,1299,833,1.56,35.98%,-0.807732,2021-11-26
BAC,45.76,Put,43,2021-12-03,7,0.17,0.18,0.18,0.16,1545,990,1.56,40.91%,-0.131136,2021-11-26
TSLA,1081.92,Put,1100,2021-11-26,0,15.7,17.5,19.3,17.52,16669,10668,1.56,29.74%,-0.85648,2021-11-26
BTU,10.5,Put,12,2022-07-15,230,4.1,4.25,4.4,4.13,500,323,1.55,95.91%,-0.418471,2021-11-26
LI,32.4,Call,34,2021-12-03,7,1.11,1.13,1.15,1.15,747,482,1.55,100.43%,0.390897,2021-11-26
DB,12.24,Put,12,2021-12-17,21,0.33,0.35,0.37,0.37,1082,702,1.54,41.47%,-0.401586,2021-11-26
GOLD,19.38,Call,10,2023-01-20,420,9.3,9.4,9.5,9.4,3000,1948,1.54,40.20%,0.972211,2021-11-26
SDC,3.2,Call,4,2021-12-23,27,0.15,0.16,0.17,0.15,707,462,1.53,113.23%,0.284169,2021-11-26
MRNA,329.63,Call,310,2021-11-26,0,19,20.18,21.35,20.16,768,502,1.53,85.01%,0.92105,2021-11-26
NIO,39.99,Call,39,2021-12-03,7,2.11,2.17,2.22,2.16,1198,785,1.53,74.13%,0.616272,2021-11-26
DIS,148.11,Put,140,2021-12-03,7,0.42,0.45,0.49,0.43,617,406,1.52,35.17%,-0.118835,2021-11-26
GEVO,5.75,Put,5,2022-05-20,174,1.05,1.1,1.15,1.09,680,448,1.52,98.95%,-0.29235,2021-11-26
WISH,3.92,Put,3.5,2021-12-03,7,0.09,0.1,0.1,0.1,2415,1603,1.51,125.83%,-0.230363,2021-11-26
RKT,15.69,Put,16,2021-12-10,14,0.79,0.87,0.94,0.83,609,406,1.5,53.65%,-0.553098,2021-11-26
IGT,27.19,Call,27,2021-12-17,21,1.4,1.48,1.55,1.55,940,625,1.5,56.88%,0.543309,2021-11-26
GM,60.17,Call,62,2021-12-03,7,0.66,0.71,0.75,0.65,1015,676,1.5,42.63%,0.316398,2021-11-26
SPCE,16.73,Put,17,2021-11-26,0,0.22,0.28,0.34,0.27,1340,894,1.5,9.03%,-0.999937,2021-11-26
TSLA,1081.92,Put,840,2021-12-03,7,3.05,3.2,3.35,3.19,1390,929,1.5,112.06%,-0.043766,2021-11-26
AMZN,3504.56,Call,3900,2021-12-03,7,3,3.43,3.85,3.1,2333,1551,1.5,42.79%,0.038027,2021-11-26
M,30.48,Call,33,2021-12-03,7,0.34,0.36,0.38,0.36,585,393,1.49,70.42%,0.220876,2021-11-26
HOOD,27.92,Call,32,2021-12-17,21,0.89,0.94,0.98,0.94,1075,720,1.49,86.09%,0.288732,2021-11-26
CVAC,44.18,Put,35,2022-01-21,56,1.4,1.97,2.55,1.92,558,377,1.48,86.36%,-0.195347,2021-11-26
ACB,6.79,Put,7,2021-12-03,7,0.41,0.43,0.45,0.46,671,453,1.48,82.47%,-0.582984,2021-11-26
BP,25.96,Call,40,2024-01-19,784,0.78,0.92,1.05,0.92,778,524,1.48,31.10%,0.17498,2021-11-26
COST,546.13,Call,545,2021-11-26,0,0.24,2.22,4.2,1.91,1000,675,1.48,11.23%,0.63917,2021-11-26
LCID,51.72,Call,53,2021-12-03,7,2.59,2.65,2.7,2.63,2024,1367,1.48,111.76%,0.467917,2021-11-26
AAPL,156.81,Put,157.5,2021-12-17,21,3.7,4.65,5.6,4.69,3635,2450,1.48,28.70%,-0.513082,2021-11-26
TLRY,10.57,Call,10,2021-12-03,7,0.71,0.74,0.76,0.74,551,374,1.47,68.77%,0.735641,2021-11-26
BABA,133.35,Put,120,2021-12-03,7,0.59,0.61,0.63,0.6,639,436,1.47,62.78%,-0.104384,2021-11-26
C,65.5,Call,67,2021-12-03,7,0.51,0.54,0.57,0.52,781,531,1.47,30.72%,0.300567,2021-11-26
SAVA,55.96,Put,30,2021-12-03,7,0.35,0.5,0.65,0.6,983,667,1.47,314.46%,-0.049527,2021-11-26
BAC,45.76,Call,48,2021-12-03,7,0.16,0.17,0.17,0.17,3672,2491,1.47,33.58%,0.155982,2021-11-26
KPTI,7.27,Call,7.5,2021-12-17,21,0.5,0.73,0.95,0.69,569,389,1.46,113.51%,0.508731,2021-11-26
AMC,37.63,Put,30,2021-12-10,14,0.5,0.52,0.54,0.54,806,553,1.46,109.76%,-0.122633,2021-11-26
CGC,11.69,Call,11.5,2021-11-26,0,0.15,0.22,0.29,0.24,1094,747,1.46,50.84%,0.736842,2021-11-26
AAPL,156.81,Call,162.5,2021-12-17,21,2.32,2.42,2.51,2.37,8185,5623,1.46,30.70%,0.326106,2021-11-26
OXY,29.7,Call,31,2021-12-03,7,0.51,0.54,0.57,0.55,589,407,1.45,64.30%,0.331152,2021-11-26
AMZN,3504.56,Put,3450,2021-12-03,7,35.8,38.72,41.65,35.83,653,450,1.45,30.80%,-0.348443,2021-11-26
JPM,161.93,Put,150,2021-12-03,7,0.25,0.27,0.28,0.31,711,489,1.45,37.78%,-0.069342,2021-11-26
BAC,45.76,Call,45.5,2021-12-17,21,1.43,1.45,1.47,1.45,781,540,1.45,30.62%,0.541083,2021-11-26
MU,83.42,Put,82,2021-12-03,7,1.58,1.61,1.64,1.61,1923,1326,1.45,49.18%,-0.387742,2021-11-26
AAPL,156.81,Call,157.5,2021-12-31,35,5.5,5.83,6.15,6,611,424,1.44,32.81%,0.501571,2021-11-26
GE,97.84,Put,85,2021-12-17,21,0.4,0.43,0.46,0.43,1189,825,1.44,44.58%,-0.085628,2021-11-26
VZ,51.8,Call,53.5,2021-12-17,21,0.27,0.29,0.3,0.28,543,381,1.43,18.27%,0.220225,2021-11-26
AR,18.39,Put,15,2021-12-17,21,0.25,0.3,0.35,0.4,732,512,1.43,86.92%,-0.139647,2021-11-26
XOM,61.25,Call,62,2021-12-03,7,0.87,0.89,0.9,0.83,902,629,1.43,36.64%,0.408261,2021-11-26
NOK,5.55,Call,5.5,2021-12-10,14,0.17,0.18,0.19,0.19,923,647,1.43,37.93%,0.563322,2021-11-26
NVDA,315.03,Put,315,2021-12-03,7,9,9.38,9.75,9.3,1886,1318,1.43,53.54%,-0.484672,2021-11-26
CLF,21.84,Call,22.5,2021-12-03,7,0.44,0.45,0.47,0.45,2288,1603,1.43,59.88%,0.375447,2021-11-26
FB,333.12,Call,345,2021-12-03,7,2.7,2.78,2.85,2.78,3311,2317,1.43,38.53%,0.264399,2021-11-26
MARA,49.2,Call,49,2021-11-26,0,0.17,0.37,0.57,0.29,1021,718,1.42,16.87%,0.680581,2021-11-26
NVDA,315.03,Call,322.5,2021-12-03,7,6.1,6.55,7,7.05,1459,1030,1.42,55.87%,0.395821,2021-11-26
AMD,154.81,Call,172.5,2021-12-03,7,0.45,0.46,0.48,0.48,1706,1198,1.42,56.30%,0.088724,2021-11-26
DIDI,7.88,Put,7,2021-12-03,7,0.13,0.14,0.15,0.15,1598,1136,1.41,112.87%,-0.201601,2021-11-26
JMIA,13.64,Call,13.5,2021-11-26,0,0.13,0.14,0.15,0.12,1826,1291,1.41,18.84%,0.855246,2021-11-26
TLRY,10.57,Call,10.5,2021-12-03,7,0.44,0.45,0.46,0.45,1980,1403,1.41,71.16%,0.546516,2021-11-26
HPQ,34.58,Put,34,2021-12-03,7,0.48,0.52,0.55,0.52,2991,2123,1.41,40.67%,-0.373801,2021-11-26
TSLA,1081.92,Call,1150,2021-12-03,7,15.55,16.1,16.65,16.31,3891,2768,1.41,67.89%,0.273569,2021-11-26
CVE,12.39,Call,25,2023-01-20,420,0.4,1,1.6,0.41,546,390,1.4,50.12%,0.148216,2021-11-26
AMZN,3504.56,Put,3555,2021-11-26,0,42.4,48.22,54.05,38.5,671,478,1.4,26.14%,-0.852023,2021-11-26
MSFT,329.68,Put,330,2021-12-03,7,5,5.23,5.45,5.05,1338,957,1.4,26.72%,-0.504352,2021-11-26
SOFI,18.21,Call,20,2021-12-03,7,0.14,0.15,0.16,0.16,1505,1074,1.4,69.40%,0.176847,2021-11-26
C,65.5,Call,67.5,2021-12-03,7,0.38,0.4,0.42,0.4,1643,1184,1.39,31.03%,0.24496,2021-11-26
AMC,37.63,Put,35,2021-12-03,7,0.85,0.87,0.89,0.89,3960,2847,1.39,96.13%,-0.270595,2021-11-26
PBT,9.19,Call,7.5,2022-03-18,111,2.15,2.45,2.75,2.2,507,367,1.38,67.11%,0.760812,2021-11-26
DIS,148.11,Put,135,2022-02-18,84,3.55,3.63,3.7,3.62,511,370,1.38,31.99%,-0.247452,2021-11-26
BB,9.97,Call,9,2021-11-26,0,0.88,0.94,1,0.92,1011,734,1.38,146.69%,0.91637,2021-11-26
DAL,36.38,Put,36,2021-12-03,7,0.97,0.98,0.99,1,1121,813,1.38,58.05%,-0.432117,2021-11-26
ET,8.84,Call,9,2021-12-03,7,0.12,0.13,0.13,0.11,2218,1602,1.38,40.30%,0.377092,2021-11-26
BA,199.21,Call,195,2022-01-21,56,16.05,16.35,16.65,16,810,591,1.37,45.92%,0.583126,2021-11-26
MRK,79.16,Put,79,2021-11-26,0,0.01,0.06,0.1,0.11,1227,896,1.37,7.07%,-0.298017,2021-11-26
AMZN,3504.56,Put,3495,2021-11-26,0,0.1,0.61,1.11,0.25,1795,1315,1.37,3.76%,-0.080562,2021-11-26
COIN,303.19,Put,305,2021-11-26,0,1.75,2.28,2.8,2.44,615,452,1.36,21.36%,-0.702196,2021-11-26
ASAN,106.02,Call,125,2021-12-17,21,4,4.25,4.5,4.07,759,557,1.36,100.57%,0.287068,2021-11-26
AMD,154.81,Call,170,2021-12-10,14,1.76,1.79,1.81,1.83,1061,778,1.36,54.17%,0.203553,2021-11-26
VZ,51.8,Call,53,2021-12-03,7,0.12,0.13,0.13,0.13,1419,1044,1.36,18.59%,0.181679,2021-11-26
LCID,51.72,Put,47,2021-12-03,7,1.24,1.26,1.27,1.24,1533,1128,1.36,111.45%,-0.242784,2021-11-26
LCID,51.72,Put,50,2021-12-10,14,3.6,3.7,3.8,3.8,537,397,1.35,116.27%,-0.396461,2021-11-26
FCX,37.24,Put,35,2021-12-03,7,0.35,0.38,0.4,0.39,594,441,1.35,59.56%,-0.214191,2021-11-26
KEY,22.9,Call,15,2022-01-21,56,7.8,7.95,8.1,7.98,942,696,1.35,70.12%,0.955855,2021-11-26
DAL,36.38,Put,34,2022-03-18,111,2.53,2.62,2.7,3.05,1124,835,1.35,47.77%,-0.348571,2021-11-26
M,30.48,Put,29,2021-12-03,7,0.52,0.54,0.56,0.59,1541,1144,1.35,68.55%,-0.284824,2021-11-26
WFC,48.43,Call,49,2021-12-03,7,0.74,0.76,0.78,0.79,2283,1688,1.35,38.09%,0.420637,2021-11-26
CCL,17.95,Call,22,2021-12-23,27,0.25,0.27,0.28,0.28,2107,1571,1.34,70.37%,0.166746,2021-11-26
PFE,54,Call,59,2021-12-03,7,0.23,0.25,0.26,0.25,2328,1735,1.34,54.58%,0.126947,2021-11-26
AAPL,156.81,Call,160,2021-12-03,7,1.32,1.39,1.45,1.53,106041,79355,1.34,30.72%,0.324906,2021-11-26
ZM,220.21,Call,245,2021-12-03,7,1.8,1.88,1.95,1.95,543,407,1.33,75.56%,0.166747,2021-11-26
SOFI,18.21,Call,18.5,2021-12-31,35,1.5,1.57,1.63,1.54,598,451,1.33,74.26%,0.518674,2021-11-26
AAL,17.75,Put,15,2021-12-10,14,0.17,0.18,0.18,0.18,616,462,1.33,79.43%,-0.12298,2021-11-26
LCID,51.72,Call,59,2021-12-03,7,1.1,1.13,1.16,1.13,907,681,1.33,120.62%,0.240451,2021-11-26
NVDA,315.03,Put,320,2021-12-03,7,11.6,12.08,12.55,12.06,1667,1249,1.33,53.41%,-0.569301,2021-11-26
CCJ,24.08,Call,26,2022-01-21,56,1.79,1.86,1.92,1.92,2473,1854,1.33,71.24%,0.445794,2021-11-26
AAPL,156.81,Call,170,2021-12-03,7,0.13,0.15,0.16,0.17,16699,12621,1.32,34.48%,0.047524,2021-11-26
PFE,54,Put,46,2022-02-18,84,0.64,0.72,0.8,0.68,669,509,1.31,32.82%,-0.144673,2021-11-26
GEVO,5.75,Put,5,2022-02-18,84,0.65,0.68,0.7,0.68,718,549,1.31,99.45%,-0.29733,2021-11-26
BLMN,19.07,Put,17.5,2021-12-17,21,0.5,0.53,0.55,0.55,843,645,1.31,67.08%,-0.269362,2021-11-26
PINS,42.8,Call,42.5,2021-11-26,0,0.22,0.29,0.35,0.24,1280,980,1.31,17.67%,0.77969,2021-11-26
WFC,48.43,Call,51,2021-12-03,7,0.2,0.21,0.22,0.21,1759,1347,1.31,37.22%,0.162878,2021-11-26
GE,97.84,Call,100,2022-01-21,56,3.95,4.05,4.15,4.1,2287,1749,1.31,33.14%,0.457992,2021-11-26
BAC,45.76,Call,46,2021-12-10,14,0.95,0.97,0.98,0.99,830,637,1.3,30.50%,0.473241,2021-11-26
VLO,68.01,Call,85,2022-03-18,111,1.3,1.45,1.59,1.42,1849,1420,1.3,42.37%,0.18226,2021-11-26
UAL,42.26,Call,46,2021-12-03,7,0.27,0.3,0.32,0.26,658,511,1.29,60.11%,0.164282,2021-11-26
F,19.75,Call,40,2023-01-20,420,0.53,0.56,0.59,0.55,811,630,1.29,49.01%,0.130039,2021-11-26
ACGL,41.89,Put,35,2022-03-18,111,0.35,0.7,1.05,0.5,892,690,1.29,31.16%,-0.128672,2021-11-26
AMC,37.63,Put,37,2021-12-03,7,1.64,1.67,1.69,1.66,2158,1670,1.29,95.11%,-0.423025,2021-11-26
CCL,17.95,Call,20,2021-12-03,7,0.16,0.17,0.18,0.17,2322,1802,1.29,77.99%,0.171771,2021-11-26
ABNB,173.86,Put,160,2021-12-03,7,0.96,1,1.04,1,515,403,1.28,57.17%,-0.138045,2021-11-26
FB,333.12,Put,345,2021-12-03,7,13.9,14.25,14.6,14.71,889,697,1.28,35.80%,-0.752346,2021-11-26
AMC,37.63,Call,40,2021-12-10,14,2.21,2.32,2.42,2.36,1058,828,1.28,112.86%,0.434185,2021-11-26
FB,333.12,Put,315,2021-12-03,7,1.73,1.79,1.85,1.7,1126,882,1.28,42.91%,-0.165696,2021-11-26
AMC,37.63,Put,32,2021-12-03,7,0.27,0.29,0.31,0.3,1284,1002,1.28,101.44%,-0.110457,2021-11-26
AMD,154.81,Call,162.5,2021-12-03,7,1.77,1.8,1.82,1.84,1994,1563,1.28,53.25%,0.267495,2021-11-26
AAPL,156.81,Call,165,2021-12-03,7,0.4,0.44,0.47,0.45,31183,24393,1.28,32.17%,0.13086,2021-11-26
NVAX,217.97,Call,220,2021-12-03,7,15.4,15.63,15.85,15.5,501,396,1.27,136.54%,0.51818,2021-11-26
SABR,7.31,Call,7,2021-12-17,21,0.68,0.73,0.78,0.73,552,435,1.27,82.12%,0.625039,2021-11-26
AFRM,136.98,Call,160,2021-12-03,7,0.5,0.53,0.55,0.55,731,576,1.27,78.39%,0.084316,2021-11-26
AMC,37.63,Call,36,2021-11-26,0,1.41,1.54,1.66,1.5,772,606,1.27,56.02%,0.937711,2021-11-26
TSLA,1081.92,Put,1105,2021-12-03,7,54.85,55.6,56.35,55.7,823,650,1.27,71.53%,-0.564926,2021-11-26
MET,60.1,Put,57.5,2022-06-17,202,4.35,4.5,4.65,4.3,909,713,1.27,30.58%,-0.399571,2021-11-26
CDEV,6.19,Call,7,2021-12-17,21,0.2,0.23,0.25,0.23,1027,809,1.27,86.02%,0.311115,2021-11-26
EXPE,159.8,Call,185,2021-12-17,21,0.9,0.97,1.04,0.94,2967,2345,1.27,47.77%,0.111186,2021-11-26
PFE,54,Call,54,2021-12-23,27,1.93,2.05,2.17,1.93,3335,2629,1.27,33.85%,0.510201,2021-11-26
AMD,154.81,Put,157.5,2021-12-03,7,6,6.05,6.1,6,3401,2677,1.27,52.52%,-0.579399,2021-11-26
AMD,154.81,Call,165,2021-12-03,7,1.26,1.29,1.31,1.3,6669,5258,1.27,53.86%,0.206893,2021-11-26
ALK,49.45,Put,47.5,2021-12-17,21,1.55,1.65,1.75,1.6,528,418,1.26,52.94%,-0.351713,2021-11-26
BABA,133.35,Put,134,2021-11-26,0,0.53,0.71,0.89,0.42,615,490,1.26,9.71%,-0.831704,2021-11-26
OXY,29.7,Put,27,2021-12-03,7,0.22,0.24,0.26,0.27,721,570,1.26,70.42%,-0.152398,2021-11-26
JMIA,13.64,Put,13,2021-12-17,21,0.91,0.94,0.97,0.97,745,591,1.26,99.47%,-0.37414,2021-11-26
TSLA,1081.92,Call,1225,2021-12-03,7,3.85,4.03,4.2,4.08,1233,981,1.26,65.44%,0.092559,2021-11-26
OXY,29.7,Call,30,2022-02-18,84,3.2,3.25,3.3,3.22,1728,1372,1.26,59.16%,0.542331,2021-11-26
ASTR,11.27,Call,17.5,2022-01-21,56,0.6,0.63,0.65,0.65,1788,1415,1.26,122.88%,0.250369,2021-11-26
JPM,161.93,Call,165,2022-02-18,84,6.75,6.88,7,6.8,558,448,1.25,27.46%,0.455286,2021-11-26
FB,333.12,Put,327.5,2021-12-03,7,4.7,4.83,4.95,4.55,754,602,1.25,39.98%,-0.368712,2021-11-26
CZR,91.2,Call,95,2021-12-03,7,1.27,1.45,1.62,1.55,1853,1478,1.25,59.99%,0.326461,2021-11-26
PTON,46.41,Call,45,2021-11-26,0,1.29,1.43,1.56,1.42,2831,2268,1.25,32.28%,0.967701,2021-11-26
TSLA,1081.92,Put,800,2021-12-03,7,2.3,2.33,2.35,2.3,6081,4877,1.25,121.86%,-0.030514,2021-11-26
AAL,17.75,Put,17,2022-06-17,202,2.25,2.29,2.33,2.27,6143,4902,1.25,51.37%,-0.380091,2021-11-26
AAPL,156.81,Put,150,2021-12-03,7,0.57,0.64,0.7,0.67,17447,13994,1.25,33.96%,-0.167059,2021-11-26
GM,60.17,Put,60,2022-02-18,84,4.5,4.58,4.65,4.64,666,536,1.24,41.23%,-0.454407,2021-11-26
BAC,45.76,Put,50,2023-01-20,420,8.4,8.53,8.65,8.65,2143,1730,1.24,28.78%,-0.563476,2021-11-26
NVDA,315.03,Call,330,2021-12-03,7,4,4.1,4.2,4.05,4106,3313,1.24,54.82%,0.283107,2021-11-26
NCLH,20.06,Call,20,2023-01-20,420,5.1,5.32,5.55,5.35,10861,8779,1.24,63.01%,0.635495,2021-11-26
"Downloaded from Barchart.com as of 11-27-2021 10:12pm CST"
